"","cuedAR","uncuedAR","sameDirection1S0D","responseAR","barkod"
"451",-0.0463323,-0.46331866,"Grouped",0.00617709666666666,10
"472",-0.0463323,-0.41698684,"Grouped",0.0215107225,10
"493",-0.0463323,-0.37065503,"Grouped",-4.79677419360845e-07,10
"514",-0.0463323,-0.32432321,"Grouped",-0.00827401857142857,10
"535",-0.0463323,-0.27799139,"Grouped",0.0132371835714286,10
"556",-0.0463323,-0.23165957,"Grouped",0.07384085625,10
"577",-0.0463323,-0.18532775,"Grouped",-0.0339771463333333,10
"598",-0.0463323,-0.13899593,"Grouped",0.0593621621875,10
"619",-0.0463323,-0.09266412,"Grouped",-4.78260869569132e-07,10
"640",-0.0463323,-0.0463323,"Grouped",0.05237462,10
"661",-0.0463323,-4.8e-07,"Grouped",-0.0187836494594595,10
"682",-0.0463323,0.04633134,"Grouped",-0.0571430563333333,10
"703",-0.0463323,0.09266316,"Grouped",-0.0356403392307692,10
"724",-0.0463323,0.13899498,"Grouped",0.0366788758333333,10
"745",-0.0463323,0.18532679,"Grouped",0.0289569075,10
"766",-0.0463323,0.23165861,"Grouped",-0.0231663881818182,10
"787",-0.0463323,0.27799043,"Grouped",-0.0351003406060606,10
"808",-0.0463323,0.32432225,"Grouped",-0.0571430553333333,10
"829",-0.0463323,0.37065407,"Grouped",0.0512954625,10
"850",-0.0463323,0.41698588,"Grouped",-0.00330987190476191,10
"871",-0.0463323,0.4633177,"Grouped",0.0264748457142857,10
"11",-4.8e-07,-0.46331866,"Ungrouped",0.0540533083333333,11
"32",-4.8e-07,-0.41698684,"Ungrouped",0.042899352962963,11
"53",-4.8e-07,-0.37065503,"Ungrouped",0.0588052903846154,11
"74",-4.8e-07,-0.32432321,"Ungrouped",-0.004633662,11
"95",-4.8e-07,-0.27799139,"Ungrouped",0.00604280043478261,11
"116",-4.8e-07,-0.23165957,"Ungrouped",0.01058965,11
"137",-4.8e-07,-0.18532775,"Ungrouped",0.02573942,11
"158",-4.8e-07,-0.13899593,"Ungrouped",0.0545075423529412,11
"179",-4.8e-07,-0.09266412,"Ungrouped",0.0411833596296296,11
"200",-4.8e-07,-0.0463323,"Ungrouped",0.02618707,11
"221",-4.8e-07,-4.8e-07,"Ungrouped",0.0268232044736842,11
"242",-4.8e-07,0.04633134,"Ungrouped",0.0446153459259259,11
"263",-4.8e-07,0.09266316,"Ungrouped",-0.0505442813636364,11
"284",-4.8e-07,0.13899498,"Ungrouped",-0.0405408191666667,11
"305",-4.8e-07,0.18532679,"Ungrouped",-0.0231663878125,11
"326",-4.8e-07,0.23165861,"Ungrouped",0.0521228166666667,11
"347",-4.8e-07,0.27799043,"Ungrouped",0.0851903141935484,11
"368",-4.8e-07,0.32432225,"Ungrouped",0.0476551054285714,11
"389",-4.8e-07,0.37065407,"Ungrouped",0.0172084825714286,11
"410",-4.8e-07,0.41698588,"Ungrouped",0.018875447037037,11
"431",-4.8e-07,0.4633177,"Ungrouped",0.0324317933333333,11
"452",-4.8e-07,-0.46331866,"Grouped",0.083838049047619,11
"473",-4.8e-07,-0.41698684,"Grouped",0.0597825119354839,11
"494",-4.8e-07,-0.37065503,"Grouped",0.0367454462068965,11
"515",-4.8e-07,-0.32432321,"Grouped",-0.0119570777419355,11
"536",-4.8e-07,-0.27799139,"Grouped",0.05019232375,11
"557",-4.8e-07,-0.23165957,"Grouped",0.00165422678571428,11
"578",-4.8e-07,-0.18532775,"Grouped",0.0728066638095238,11
"599",-4.8e-07,-0.13899593,"Grouped",-0.00140447363636364,11
"620",-4.8e-07,-0.09266412,"Grouped",0.0654091458823529,11
"641",-4.8e-07,-0.0463323,"Grouped",-0.00356446538461539,11
"662",-4.8e-07,-4.8e-07,"Grouped",0.0426248324,11
"683",-4.8e-07,0.04633134,"Grouped",-0.0281305125,11
"704",-4.8e-07,0.09266316,"Grouped",0.0849411871428571,11
"725",-4.8e-07,0.13899498,"Grouped",-0.0224191003225806,11
"746",-4.8e-07,0.18532679,"Grouped",0.0275090378125,11
"767",-4.8e-07,0.23165861,"Grouped",0.0415383913793103,11
"788",-4.8e-07,0.27799043,"Grouped",-0.0514802777777778,11
"809",-4.8e-07,0.32432225,"Grouped",0.0926631937037037,11
"830",-4.8e-07,0.37065407,"Grouped",0.0511243189655172,11
"851",-4.8e-07,0.41698588,"Grouped",0.0218027288235294,11
"872",-4.8e-07,0.4633177,"Grouped",-0.0608109915625,11
"12",0.04633134,-0.46331866,"Ungrouped",0.0640464461764706,12
"33",0.04633134,-0.41698684,"Ungrouped",0.0154434595833333,12
"54",0.04633134,-0.37065503,"Ungrouped",0.111195885428571,12
"75",0.04633134,-0.32432321,"Ungrouped",0.0221582160869565,12
"96",0.04633134,-0.27799139,"Ungrouped",0.0407715208,12
"117",0.04633134,-0.23165957,"Ungrouped",0.05911253,12
"138",0.04633134,-0.18532775,"Ungrouped",-0.00125269054054054,12
"159",0.04633134,-0.13899593,"Ungrouped",0.0231654296666667,12
"180",0.04633134,-0.09266412,"Ungrouped",0.0645331246428571,12
"201",0.04633134,-0.0463323,"Ungrouped",0.0602308845,12
"222",0.04633134,-4.8e-07,"Ungrouped",0.0694972476923077,12
"243",0.04633134,0.04633134,"Ungrouped",-0.0154444191666667,12
"264",0.04633134,0.09266316,"Ungrouped",0.0637057709375,12
"285",0.04633134,0.13899498,"Ungrouped",0.0351477972413793,12
"306",0.04633134,0.18532679,"Ungrouped",0.0629632982051282,12
"327",0.04633134,0.23165861,"Ungrouped",0.0493204880645161,12
"348",0.04633134,0.27799043,"Ungrouped",0.0164398435483871,12
"369",0.04633134,0.32432225,"Ungrouped",0.03474838375,12
"390",0.04633134,0.37065407,"Ungrouped",-0.0231663884375,12
"411",0.04633134,0.41698588,"Ungrouped",0.0605872826923077,12
"432",0.04633134,0.4633177,"Ungrouped",0.0154434607407407,12
"453",0.04633134,-0.46331866,"Grouped",0.0389182488,12
"474",0.04633134,-0.41698684,"Grouped",0.0941110265625,12
"495",0.04633134,-0.37065503,"Grouped",0.04980622625,12
"516",0.04633134,-0.32432321,"Grouped",0.0523096377419355,12
"537",0.04633134,-0.27799139,"Grouped",-0.00298959806451613,12
"558",0.04633134,-0.23165957,"Grouped",-0.0165475575,12
"579",0.04633134,-0.18532775,"Grouped",0.142855959166667,12
"600",0.04633134,-0.13899593,"Grouped",0.0639054762068965,12
"621",0.04633134,-0.09266412,"Grouped",0.022307432962963,12
"642",0.04633134,-0.0463323,"Grouped",0.0339761883333333,12
"663",0.04633134,-4.8e-07,"Grouped",0.0864855813333333,12
"684",0.04633134,0.04633134,"Grouped",0.0203855204,12
"705",0.04633134,0.09266316,"Grouped",0.0315894409090909,12
"726",0.04633134,0.13899498,"Grouped",0.0463313394285714,12
"747",0.04633134,0.18532679,"Grouped",0.0671007744827586,12
"768",0.04633134,0.23165861,"Grouped",0.0479860464285714,12
"789",0.04633134,0.27799043,"Grouped",0.092663157,12
"810",0.04633134,0.32432225,"Grouped",0.0542416497560976,12
"831",0.04633134,0.37065407,"Grouped",0.0652853086363636,12
"852",0.04633134,0.41698588,"Grouped",0.0377513725925926,12
"873",0.04633134,0.4633177,"Grouped",0.143787921724138,12
"13",0.09266316,-0.46331866,"Ungrouped",0.138994976190476,13
"34",0.09266316,-0.41698684,"Ungrouped",0.1230684121875,13
"55",0.09266316,-0.37065503,"Ungrouped",0.0664756073913043,13
"76",0.09266316,-0.32432321,"Ungrouped",0.126359024545455,13
"97",0.09266316,-0.27799139,"Ungrouped",0.0604323269565217,13
"118",0.09266316,-0.23165957,"Ungrouped",0.0111830631034483,13
"139",0.09266316,-0.18532775,"Ungrouped",0.110483086538462,13
"160",0.09266316,-0.13899593,"Ungrouped",0.00448324516129032,13
"181",0.09266316,-0.09266412,"Ungrouped",0.0701591317142857,13
"202",0.09266316,-0.0463323,"Ungrouped",0.027798612,13
"223",0.09266316,-4.8e-07,"Ungrouped",0.0143783596551724,13
"244",0.09266316,0.04633134,"Ungrouped",0.00330893678571428,13
"265",0.09266316,0.09266316,"Ungrouped",0.0389182488,13
"286",0.09266316,0.13899498,"Ungrouped",0.0535706859375,13
"307",0.09266316,0.18532679,"Ungrouped",0.0512954628571429,13
"328",0.09266316,0.23165861,"Ungrouped",0.0356393811538461,13
"349",0.09266316,0.27799043,"Ungrouped",0.0694972481818182,13
"370",0.09266316,0.32432225,"Ungrouped",0.0503602339130435,13
"391",0.09266316,0.37065407,"Ungrouped",0.0772192537037037,13
"412",0.09266316,0.41698588,"Ungrouped",0.0382736317391304,13
"433",0.09266316,0.4633177,"Ungrouped",-0.0189544054545455,13
"454",0.09266316,-0.46331866,"Grouped",0.0463313388461538,13
"475",0.09266316,-0.41698684,"Grouped",0.0540533094444444,13
"496",0.09266316,-0.37065503,"Grouped",0.0497633251851852,13
"517",0.09266316,-0.32432321,"Grouped",0.140710968518519,13
"538",0.09266316,-0.27799139,"Grouped",0.06602236175,13
"559",0.09266316,-0.23165957,"Grouped",0.0714828974285714,13
"580",0.09266316,-0.18532775,"Grouped",0.0545075423529412,13
"601",0.09266316,-0.13899593,"Grouped",0.0941110259375,13
"622",0.09266316,-0.09266412,"Grouped",0.0627716619354839,13
"643",0.09266316,-0.0463323,"Grouped",0.0196014430769231,13
"664",0.09266316,-4.8e-07,"Grouped",0.0358693151612903,13
"685",0.09266316,0.04633134,"Grouped",0.113255076944444,13
"706",0.09266316,0.09266316,"Grouped",0.0267294161538461,13
"727",0.09266316,0.13899498,"Grouped",0.0705044617391304,13
"748",0.09266316,0.18532679,"Grouped",0.0944451507692308,13
"769",0.09266316,0.23165861,"Grouped",0.133648996153846,13
"790",0.09266316,0.27799043,"Grouped",0.123551072962963,13
"811",0.09266316,0.32432225,"Grouped",0.075288755625,13
"832",0.09266316,0.37065407,"Grouped",0.107652891176471,13
"853",0.09266316,0.41698588,"Grouped",-0.00712845230769231,13
"874",0.09266316,0.4633177,"Grouped",0.0207269126315789,13
"14",0.13899498,-0.46331866,"Ungrouped",0.117276935625,14
"35",0.13899498,-0.41698684,"Ungrouped",0.236002249375,14
"56",0.13899498,-0.37065503,"Ungrouped",0.0856431848484848,14
"77",0.13899498,-0.32432321,"Ungrouped",0.162959709310345,14
"98",0.13899498,-0.27799139,"Ungrouped",0.115829066333333,14
"119",0.13899498,-0.23165957,"Ungrouped",0.083396793,14
"140",0.13899498,-0.18532775,"Ungrouped",0.168166860740741,14
"161",0.13899498,-0.13899593,"Ungrouped",0.098840733,14
"182",0.13899498,-0.09266412,"Ungrouped",0.125757313809524,14
"203",0.13899498,-0.0463323,"Ungrouped",0.0913761619444444,14
"224",0.13899498,-4.8e-07,"Ungrouped",0.0536468894736842,14
"245",0.13899498,0.04633134,"Ungrouped",0.12892284173913,14
"266",0.13899498,0.09266316,"Ungrouped",0.0600592851851852,14
"287",0.13899498,0.13899498,"Ungrouped",0.0815435208,14
"308",0.13899498,0.18532679,"Ungrouped",0.0328178908333333,14
"329",0.13899498,0.23165861,"Ungrouped",0.132376144285714,14
"350",0.13899498,0.27799043,"Ungrouped",0.149686933846154,14
"371",0.13899498,0.32432225,"Ungrouped",0.119565502580645,14
"392",0.13899498,0.37065407,"Ungrouped",0.0992820228571429,14
"413",0.13899498,0.41698588,"Ungrouped",0.121060079032258,14
"434",0.13899498,0.4633177,"Ungrouped",0.0179344490322581,14
"455",0.13899498,-0.46331866,"Grouped",0.0694972479411765,14
"476",0.13899498,-0.41698684,"Grouped",0.1334351568,14
"497",0.13899498,-0.37065503,"Grouped",0.089767418125,14
"518",0.13899498,-0.32432321,"Grouped",0.123174353902439,14
"539",0.13899498,-0.27799139,"Grouped",0.130415008518519,14
"560",0.13899498,-0.23165957,"Grouped",0.107041996896552,14
"581",0.13899498,-0.18532775,"Grouped",0.090557165,14
"602",0.13899498,-0.13899593,"Grouped",0.115235067948718,14
"623",0.13899498,-0.09266412,"Grouped",0.111195884333333,14
"644",0.13899498,-0.0463323,"Grouped",0.0631792727272727,14
"665",0.13899498,-4.8e-07,"Grouped",0.0846749124137931,14
"686",0.13899498,0.04633134,"Grouped",0.115030275172414,14
"707",0.13899498,0.09266316,"Grouped",0.120865134347826,14
"728",0.13899498,0.13899498,"Grouped",0.105018308666667,14
"749",0.13899498,0.18532679,"Grouped",0.0992819871428571,14
"770",0.13899498,0.23165861,"Grouped",0.17846282,14
"791",0.13899498,0.27799043,"Grouped",0.0884511736363636,14
"812",0.13899498,0.32432225,"Grouped",0.0926631565217391,14
"833",0.13899498,0.37065407,"Grouped",0.1780874459375,14
"854",0.13899498,0.41698588,"Grouped",0.0443169117391304,14
"875",0.13899498,0.4633177,"Grouped",0.1248380575,14
"15",0.18532679,-0.46331866,"Ungrouped",0.223936641666667,15
"36",0.18532679,-0.41698684,"Ungrouped",0.100385125833333,15
"57",0.18532679,-0.37065503,"Ungrouped",0.166450867037037,15
"78",0.18532679,-0.32432321,"Ungrouped",0.0405398615625,15
"99",0.18532679,-0.27799139,"Ungrouped",0.130571007575758,15
"120",0.18532679,-0.23165957,"Ungrouped",0.112319079393939,15
"141",0.18532679,-0.18532775,"Ungrouped",0.190203826315789,15
"162",0.18532679,-0.13899593,"Ungrouped",0.0953106891428571,15
"183",0.18532679,-0.09266412,"Ungrouped",0.131522100967742,15
"204",0.18532679,-0.0463323,"Ungrouped",0.0598447858333333,15
"225",0.18532679,-4.8e-07,"Ungrouped",0.106562702666667,15
"246",0.18532679,0.04633134,"Ungrouped",0.106391103703704,15
"267",0.18532679,0.09266316,"Ungrouped",0.0800272060606061,15
"288",0.18532679,0.13899498,"Ungrouped",0.137500400322581,15
"309",0.18532679,0.18532679,"Ungrouped",0.0595690009523809,15
"330",0.18532679,0.23165861,"Ungrouped",0.146983219655172,15
"351",0.18532679,0.27799043,"Ungrouped",0.19401400875,15
"372",0.18532679,0.32432225,"Ungrouped",0.0840831907407407,15
"393",0.18532679,0.37065407,"Ungrouped",0.0482618316666667,15
"414",0.18532679,0.41698588,"Ungrouped",0.055597702,15
"435",0.18532679,0.4633177,"Ungrouped",0.18129798173913,15
"456",0.18532679,-0.46331866,"Grouped",0.08787021,15
"477",0.18532679,-0.41698684,"Grouped",0.1274120209375,15
"498",0.18532679,-0.37065503,"Grouped",0.174094837272727,15
"519",0.18532679,-0.32432321,"Grouped",0.0537444292,15
"540",0.18532679,-0.27799139,"Grouped",0.0960951433333333,15
"561",0.18532679,-0.23165957,"Grouped",0.147760454594595,15
"582",0.18532679,-0.18532775,"Grouped",0.0838976772972973,15
"603",0.18532679,-0.13899593,"Grouped",0.075674824,15
"624",0.18532679,-0.09266412,"Grouped",0.0330936753571429,15
"645",0.18532679,-0.0463323,"Grouped",0.164886342941176,15
"666",0.18532679,-4.8e-07,"Grouped",0.107294257368421,15
"687",0.18532679,0.04633134,"Grouped",0.020848838,15
"708",0.18532679,0.09266316,"Grouped",0.102735291304348,15
"729",0.18532679,0.13899498,"Grouped",0.0833967933333333,15
"750",0.18532679,0.18532679,"Grouped",0.0843896175,15
"771",0.18532679,0.23165861,"Grouped",0.1069191,15
"792",0.18532679,0.27799043,"Grouped",0.110483087692308,15
"813",0.18532679,0.32432225,"Grouped",0.134361793,15
"834",0.18532679,0.37065407,"Grouped",0.123018487241379,15
"855",0.18532679,0.41698588,"Grouped",0.136788697619048,15
"876",0.18532679,0.4633177,"Grouped",0.166504493125,15
"16",0.23165861,-0.46331866,"Ungrouped",0.150264877837838,16
"37",0.23165861,-0.41698684,"Ungrouped",0.116836280869565,16
"58",0.23165861,-0.37065503,"Ungrouped",0.1445548324,16
"79",0.23165861,-0.32432321,"Ungrouped",0.0591125296551724,16
"100",0.23165861,-0.27799139,"Ungrouped",0.212486825517241,16
"121",0.23165861,-0.23165957,"Ungrouped",0.166372868636364,16
"142",0.23165861,-0.18532775,"Ungrouped",0.183729144482759,16
"163",0.23165861,-0.13899593,"Ungrouped",0.14538557,16
"184",0.23165861,-0.09266412,"Ungrouped",0.1389949745,16
"205",0.23165861,-0.0463323,"Ungrouped",0.186924442068965,16
"226",0.23165861,-4.8e-07,"Ungrouped",0.177813525945946,16
"247",0.23165861,0.04633134,"Ungrouped",0.175740933448276,16
"268",0.23165861,0.09266316,"Ungrouped",0.106114360645161,16
"289",0.23165861,0.13899498,"Ungrouped",0.0752887241666667,16
"310",0.23165861,0.18532679,"Ungrouped",0.203041900882353,16
"331",0.23165861,0.23165861,"Ungrouped",0.0777174087096774,16
"352",0.23165861,0.27799043,"Ungrouped",0.242842154137931,16
"373",0.23165861,0.32432225,"Ungrouped",0.142304391071429,16
"394",0.23165861,0.37065407,"Ungrouped",0.166248987058824,16
"415",0.23165861,0.41698588,"Ungrouped",0.150577956111111,16
"436",0.23165861,0.4633177,"Ungrouped",0.190474772962963,16
"457",0.23165861,-0.46331866,"Grouped",0.0655031255172414,16
"478",0.23165861,-0.41698684,"Grouped",0.130307759375,16
"499",0.23165861,-0.37065503,"Grouped",0.2108092945,16
"520",0.23165861,-0.32432321,"Grouped",0.183832249677419,16
"541",0.23165861,-0.27799139,"Grouped",0.0926631570833333,16
"562",0.23165861,-0.23165957,"Grouped",0.106764145652174,16
"583",0.23165861,-0.18532775,"Grouped",0.136888983181818,16
"604",0.23165861,-0.13899593,"Grouped",0.146014948181818,16
"625",0.23165861,-0.09266412,"Grouped",0.0352117016,16
"646",0.23165861,-0.0463323,"Grouped",0.0326033933333333,16
"667",0.23165861,-4.8e-07,"Grouped",0.1464080656,16
"688",0.23165861,0.04633134,"Grouped",0.1890333776,16
"709",0.23165861,0.09266316,"Grouped",0.12796359047619,16
"730",0.23165861,0.13899498,"Grouped",0.1334351572,16
"751",0.23165861,0.18532679,"Grouped",0.121060078064516,16
"772",0.23165861,0.23165861,"Grouped",0.171766261219512,16
"793",0.23165861,0.27799043,"Grouped",0.14189071375,16
"814",0.23165861,0.32432225,"Grouped",0.1751917075,16
"835",0.23165861,0.37065407,"Grouped",0.220075705,16
"856",0.23165861,0.41698588,"Grouped",0.140776968461538,16
"877",0.23165861,0.4633177,"Grouped",0.166155039310345,16
"17",0.27799043,-0.46331866,"Ungrouped",0.257913308666667,17
"38",0.27799043,-0.41698684,"Ungrouped",0.180031728285714,17
"59",0.27799043,-0.37065503,"Ungrouped",0.123018486206897,17
"80",0.27799043,-0.32432321,"Ungrouped",0.195461878125,17
"101",0.27799043,-0.27799139,"Ungrouped",0.115167182857143,17
"122",0.27799043,-0.23165957,"Ungrouped",0.137450581666667,17
"143",0.27799043,-0.18532775,"Ungrouped",0.21196759,17
"164",0.27799043,-0.13899593,"Ungrouped",0.229452334761905,17
"185",0.27799043,-0.09266412,"Ungrouped",0.1371417016,17
"206",0.27799043,-0.0463323,"Ungrouped",0.0960951437037037,17
"227",0.27799043,-4.8e-07,"Ungrouped",0.127412020714286,17
"248",0.27799043,0.04633134,"Ungrouped",0.150577929642857,17
"269",0.27799043,0.09266316,"Ungrouped",0.173743839166667,17
"290",0.27799043,0.13899498,"Ungrouped",0.153736960909091,17
"311",0.27799043,0.18532679,"Ungrouped",0.154845333947368,17
"332",0.27799043,0.23165861,"Ungrouped",0.103253286857143,17
"353",0.27799043,0.27799043,"Ungrouped",0.174143250689655,17
"374",0.27799043,0.32432225,"Ungrouped",0.252718528484848,17
"395",0.27799043,0.37065407,"Ungrouped",0.176416828846154,17
"416",0.27799043,0.41698588,"Ungrouped",0.200316498823529,17
"437",0.27799043,0.4633177,"Ungrouped",0.208492729166667,17
"458",0.27799043,-0.46331866,"Grouped",0.209595841904762,17
"479",0.27799043,-0.41698684,"Grouped",0.200770733666667,17
"500",0.27799043,-0.37065503,"Grouped",0.195856752727273,17
"521",0.27799043,-0.32432321,"Grouped",0.199054738888889,17
"542",0.27799043,-0.27799139,"Grouped",0.185326793448276,17
"563",0.27799043,-0.23165957,"Grouped",0.216214671851852,17
"584",0.27799043,-0.18532775,"Grouped",0.0986414561290323,17
"605",0.27799043,-0.13899593,"Grouped",0.1505779296875,17
"626",0.27799043,-0.09266412,"Grouped",0.223482437058824,17
"647",0.27799043,-0.0463323,"Grouped",0.0762228348387097,17
"668",0.27799043,-4.8e-07,"Grouped",0.1927398844,17
"689",0.27799043,0.04633134,"Grouped",0.231658612258065,17
"710",0.27799043,0.09266316,"Grouped",0.153250955769231,17
"731",0.27799043,0.13899498,"Grouped",0.180843069677419,17
"752",0.27799043,0.18532679,"Grouped",0.146122947179487,17
"773",0.27799043,0.23165861,"Grouped",0.163942877179487,17
"794",0.27799043,0.27799043,"Grouped",0.219303491333333,17
"815",0.27799043,0.32432225,"Grouped",0.17374383875,17
"836",0.27799043,0.37065407,"Grouped",0.242890596060606,17
"857",0.27799043,0.41698588,"Grouped",0.1853267935,17
"878",0.27799043,0.4633177,"Grouped",0.188052193823529,17
"18",0.32432225,-0.46331866,"Ungrouped",0.134782991818182,18
"39",0.32432225,-0.41698684,"Ungrouped",0.20227745902439,18
"60",0.32432225,-0.37065503,"Ungrouped",0.220627226666667,18
"81",0.32432225,-0.32432321,"Ungrouped",0.168779783928571,18
"102",0.32432225,-0.27799139,"Ungrouped",0.170434422857143,18
"123",0.32432225,-0.23165957,"Ungrouped",0.2490330428125,18
"144",0.32432225,-0.18532775,"Ungrouped",0.118850706956522,18
"165",0.32432225,-0.13899593,"Ungrouped",0.224845137352941,18
"186",0.32432225,-0.09266412,"Ungrouped",0.213456826428571,18
"207",0.32432225,-0.0463323,"Ungrouped",0.218031605882353,18
"228",0.32432225,-4.8e-07,"Ungrouped",0.159435482647059,18
"249",0.32432225,0.04633134,"Ungrouped",0.0954711454545455,18
"270",0.32432225,0.09266316,"Ungrouped",0.1871800668,18
"291",0.32432225,0.13899498,"Ungrouped",0.248098933870968,18
"312",0.32432225,0.18532679,"Ungrouped",0.187432786818182,18
"333",0.32432225,0.23165861,"Ungrouped",0.173446864615385,18
"354",0.32432225,0.27799043,"Ungrouped",0.179348493870968,18
"375",0.32432225,0.32432225,"Ungrouped",0.197800744615385,18
"396",0.32432225,0.37065407,"Ungrouped",0.2055969940625,18
"417",0.32432225,0.41698588,"Ungrouped",0.213406683636364,18
"438",0.32432225,0.4633177,"Ungrouped",0.2924691834375,18
"459",0.32432225,-0.46331866,"Grouped",0.133847031481481,18
"480",0.32432225,-0.41698684,"Grouped",0.179348495806452,18
"501",0.32432225,-0.37065503,"Grouped",0.252718529545455,18
"522",0.32432225,-0.32432321,"Grouped",0.19525504,18
"543",0.32432225,-0.27799139,"Grouped",0.179535315625,18
"564",0.32432225,-0.23165957,"Grouped",0.256368914,18
"585",0.32432225,-0.18532775,"Grouped",0.171225805217391,18
"606",0.32432225,-0.13899593,"Grouped",0.17313421,18
"627",0.32432225,-0.09266412,"Grouped",0.1722959703125,18
"648",0.32432225,-0.0463323,"Grouped",0.222072717931034,18
"669",0.32432225,-4.8e-07,"Grouped",0.162908171612903,18
"690",0.32432225,0.04633134,"Grouped",0.189538776818182,18
"711",0.32432225,0.09266316,"Grouped",0.144786451875,18
"732",0.32432225,0.13899498,"Grouped",0.182238037666667,18
"753",0.32432225,0.18532679,"Grouped",0.195622780277778,18
"774",0.32432225,0.23165861,"Grouped",0.233153217419355,18
"795",0.32432225,0.27799043,"Grouped",0.225039826666667,18
"816",0.32432225,0.32432225,"Grouped",0.233589104166667,18
"837",0.32432225,0.37065407,"Grouped",0.142190273448276,18
"858",0.32432225,0.41698588,"Grouped",0.20536220027027,18
"879",0.32432225,0.4633177,"Grouped",0.211623230540541,18
"19",0.37065407,-0.46331866,"Ungrouped",0.223670367241379,19
"40",0.37065407,-0.41698684,"Ungrouped",0.2273150028125,19
"61",0.37065407,-0.37065503,"Ungrouped",0.165182524782609,19
"82",0.37065407,-0.32432321,"Ungrouped",0.204928716538462,19
"103",0.37065407,-0.27799139,"Ungrouped",0.204631718055556,19
"124",0.37065407,-0.23165957,"Ungrouped",0.229084648611111,19
"145",0.37065407,-0.18532775,"Ungrouped",0.205183286785714,19
"166",0.37065407,-0.13899593,"Ungrouped",0.22556232,19
"187",0.37065407,-0.09266412,"Ungrouped",0.2345543503125,19
"208",0.37065407,-0.0463323,"Ungrouped",0.174634835384615,19
"229",0.37065407,-4.8e-07,"Ungrouped",0.3081061115,19
"250",0.37065407,0.04633134,"Ungrouped",0.206507053428571,19
"271",0.37065407,0.09266316,"Ungrouped",0.264752836071429,19
"292",0.37065407,0.13899498,"Ungrouped",0.239380613,19
"313",0.37065407,0.18532679,"Ungrouped",0.168974386470588,19
"334",0.37065407,0.23165861,"Ungrouped",0.156929872903226,19
"355",0.37065407,0.27799043,"Ungrouped",0.2057128324,19
"376",0.37065407,0.32432225,"Ungrouped",0.240193470526316,19
"397",0.37065407,0.37065407,"Ungrouped",0.261952492307692,19
"418",0.37065407,0.41698588,"Ungrouped",0.273357248,19
"439",0.37065407,0.4633177,"Ungrouped",0.182131495517241,19
"460",0.37065407,-0.46331866,"Grouped",0.183672119285714,19
"481",0.37065407,-0.41698684,"Grouped",0.315742281481481,19
"502",0.37065407,-0.37065503,"Grouped",0.229942618518518,19
"523",0.37065407,-0.32432321,"Grouped",0.209711960263158,19
"544",0.37065407,-0.27799139,"Grouped",0.257955075135135,19
"565",0.37065407,-0.23165957,"Grouped",0.151187558421053,19
"586",0.37065407,-0.18532775,"Grouped",0.149896579705882,19
"607",0.37065407,-0.13899593,"Grouped",0.1797670124,19
"628",0.37065407,-0.09266412,"Grouped",0.204149124375,19
"649",0.37065407,-0.0463323,"Grouped",0.242120634516129,19
"670",0.37065407,-4.8e-07,"Grouped",0.266407475,19
"691",0.37065407,0.04633134,"Grouped",0.298717872894737,19
"712",0.37065407,0.09266316,"Grouped",0.197800743461538,19
"733",0.37065407,0.13899498,"Grouped",0.2012533865625,19
"754",0.37065407,0.18532679,"Grouped",0.252582689677419,19
"775",0.37065407,0.23165861,"Grouped",0.158596898461538,19
"796",0.37065407,0.27799043,"Grouped",0.230114217333333,19
"817",0.37065407,0.32432225,"Grouped",0.205767329117647,19
"838",0.37065407,0.37065407,"Grouped",0.213125884285714,19
"859",0.37065407,0.41698588,"Grouped",0.282783410344828,19
"880",0.37065407,0.4633177,"Grouped",0.307775239642857,19
"20",0.41698588,-0.46331866,"Ungrouped",0.198196795555556,20
"41",0.41698588,-0.41698684,"Ungrouped",0.246400553636364,20
"62",0.41698588,-0.37065503,"Ungrouped",0.224845108823529,20
"83",0.41698588,-0.32432321,"Ungrouped",0.261638022352941,20
"104",0.41698588,-0.27799139,"Ungrouped",0.200770732222222,20
"125",0.41698588,-0.23165957,"Ungrouped",0.20144220826087,20
"146",0.41698588,-0.18532775,"Ungrouped",0.230003903928571,20
"167",0.41698588,-0.13899593,"Ungrouped",0.279706422592593,20
"188",0.41698588,-0.09266412,"Ungrouped",0.221196588387097,20
"209",0.41698588,-0.0463323,"Ungrouped",0.259860587826087,20
"230",0.41698588,-4.8e-07,"Ungrouped",0.202857777297297,20
"251",0.41698588,0.04633134,"Ungrouped",0.248867628285714,20
"272",0.41698588,0.09266316,"Ungrouped",0.194593157,20
"293",0.41698588,0.13899498,"Ungrouped",0.203261690645161,20
"314",0.41698588,0.18532679,"Ungrouped",0.261952529615385,20
"335",0.41698588,0.23165861,"Ungrouped",0.266033863225806,20
"356",0.41698588,0.27799043,"Ungrouped",0.188522091034483,20
"377",0.41698588,0.32432225,"Ungrouped",0.3039362864,20
"398",0.41698588,0.37065407,"Ungrouped",0.279277450833333,20
"419",0.41698588,0.41698588,"Ungrouped",0.241954642592593,20
"440",0.41698588,0.4633177,"Ungrouped",0.346786306060606,20
"461",0.41698588,-0.46331866,"Grouped",0.224794638518519,20
"482",0.41698588,-0.41698684,"Grouped",0.279534823333333,20
"503",0.41698588,-0.37065503,"Grouped",0.220847854333333,20
