"subNum","trial_number","cuedAR","uncuedAR","responseAR","rt","shape_org","cued_ellipse","e1_motion_dir","e2_motion_dir","round_number","coherence","cued_motion_dir","pairGlobalOrg","pairMotSame","responseError","sameARCat","pairAR_sameCondition","id","corrCoeff","corrPval"
596010,30,-0.09266412,0.09266316,-0.0463323,2996,1,2,90,90,1,0.6,90,0,1,0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,31,0.27799043,0.27799043,0.41698588,1742,1,1,90,270,1,0.6,90,0,0,0.13899545,1,1,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,32,-0.13899593,-0.37065503,0.23165861,2934,0,1,90,90,1,0.6,90,1,1,0.37065454,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,33,0.13899498,-0.09266412,0.13899498,6628,1,1,0,0,1,0.8,0,0,1,0,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,34,0.23165861,0.18532679,0.41698588,2614,0,2,0,0,1,0.8,0,1,1,0.18532727,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,35,-0.13899593,-0.46331866,-0.0463323,1847,1,2,0,0,1,0.6,0,0,1,0.09266363,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,36,-0.13899593,-0.27799139,-0.00000048,5998,0,2,180,0,1,0.8,0,1,0,0.13899545,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,37,0.13899498,-0.27799139,-0.13899593,216904,0,2,180,180,1,0.6,180,1,1,-0.27799091,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,38,0.27799043,0.23165861,0.37065407,1468,0,2,0,180,1,0.8,180,1,0,0.09266364,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,39,0.41698588,0.32432225,0.32432225,1956,0,2,180,0,1,0.6,0,1,0,-0.09266363,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,40,-0.23165957,0.04633134,-0.32432321,1946,1,2,0,180,1,0.8,180,0,0,-0.09266364,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,41,0.23165861,-0.27799139,0.09266316,1811,1,1,180,0,1,0.6,180,0,0,-0.13899545,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,42,-0.41698684,0.13899498,-0.13899593,1497,0,2,0,0,1,0.8,0,1,1,0.27799091,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,43,-0.27799139,0.4633177,-0.27799139,1681,1,2,90,90,1,0.6,90,0,1,0,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,44,-0.46331866,0.41698588,-0.32432321,1902,1,2,270,90,1,0.8,90,0,0,0.13899545,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,45,-0.0463323,0.23165861,-0.32432321,3241,0,1,270,270,1,0.6,270,1,1,-0.27799091,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,46,-0.41698684,-0.18532775,-0.32432321,2780,0,2,270,90,1,0.6,90,1,0,0.0926636300000001,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,47,-0.00000048,0.41698588,0.18532679,3611,1,1,0,0,1,0.6,0,0,1,0.18532727,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,48,-0.23165957,0.13899498,-0.32432321,1395,1,2,180,180,1,0.8,180,0,1,-0.09266364,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,49,0.13899498,0.41698588,-0.00000048,51476,1,2,180,0,1,0.8,0,0,0,-0.13899546,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,50,-0.23165957,-0.00000048,-0.0463323,6816,1,2,180,0,1,0.6,0,0,0,0.18532727,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,51,0.09266316,-0.13899593,-0.00000048,1485,1,2,270,270,1,0.6,270,0,1,-0.09266364,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,52,-0.41698684,-0.23165957,-0.23165957,1811,1,2,90,270,1,0.6,270,0,0,0.18532727,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,53,-0.00000048,0.32432225,0.18532679,1594,1,1,0,180,1,0.6,0,0,0,0.18532727,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,54,0.37065407,-0.46331866,-0.09266412,2705,1,1,180,180,1,0.8,180,0,1,-0.46331819,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,55,-0.27799139,-0.00000048,-0.00000048,6149,1,1,180,180,1,0.8,180,0,1,0.27799091,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,56,-0.41698684,0.4633177,0.04633134,6973,0,1,90,90,1,0.8,90,1,1,0.46331818,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,57,0.4633177,0.09266316,-0.18532775,37816,0,2,0,0,1,0.8,0,1,1,-0.64864545,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,58,-0.32432321,0.09266316,-0.27799139,1910,0,1,0,0,1,0.8,0,1,1,0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,59,-0.09266412,0.13899498,-0.09266412,3594,0,2,90,270,1,0.6,270,1,0,0,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,60,-0.23165957,-0.37065503,-0.0463323,1614,0,2,0,180,1,0.8,180,1,0,0.18532727,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,61,0.23165861,0.32432225,-0.18532775,33578,1,2,90,270,1,0.8,270,0,0,-0.41698636,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,62,-0.0463323,-0.00000048,-0.0463323,3098,0,1,270,270,1,0.8,270,1,1,0,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,63,0.41698588,0.13899498,0.32432225,1976,0,1,180,180,1,0.6,180,1,1,-0.09266363,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,64,0.09266316,-0.0463323,0.04633134,3229,0,2,180,0,1,0.8,0,1,0,-0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,65,0.18532679,0.27799043,0.32432225,2019,1,2,0,180,1,0.8,180,0,0,0.13899546,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,66,-0.18532775,-0.09266412,0.13899498,2849,0,2,0,180,1,0.8,180,1,0,0.32432273,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,67,0.23165861,-0.46331866,-0.18532775,141044,0,2,0,0,1,0.8,0,1,1,-0.41698636,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,68,0.27799043,-0.32432321,0.41698588,1809,1,1,90,90,1,0.6,90,0,1,0.13899545,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,69,-0.18532775,-0.23165957,-0.27799139,2783,0,2,180,180,1,0.8,180,1,1,-0.09266364,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,70,0.09266316,0.37065407,0.23165861,1406,0,2,180,180,1,0.6,180,1,1,0.13899545,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,71,-0.27799139,-0.37065503,0.18532679,1877,0,2,0,0,1,0.8,0,1,1,0.46331818,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,72,-0.37065503,-0.41698684,-0.37065503,4103,0,2,90,90,1,0.6,90,1,1,0,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,73,-0.09266412,0.13899498,-0.13899593,2675,1,1,90,90,1,0.8,90,0,1,-0.04633181,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,74,-0.18532775,0.04633134,-0.13899593,1939,0,1,90,270,1,0.6,90,1,0,0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,75,-0.32432321,-0.0463323,-0.32432321,1846,0,1,180,180,1,0.8,180,1,1,0,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,76,0.13899498,-0.13899593,-0.18532775,2966,0,2,270,90,1,0.6,90,1,0,-0.32432273,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,77,-0.27799139,-0.13899593,-0.23165957,1746,1,1,270,90,1,0.8,270,0,0,0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,78,-0.13899593,0.41698588,-0.09266412,2646,0,1,180,0,1,0.8,180,1,0,0.04633181,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,79,0.27799043,0.04633134,0.32432225,2046,0,1,270,270,1,0.8,270,1,1,0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,80,0.37065407,0.18532679,0.32432225,1769,0,1,270,90,1,0.6,270,1,0,-0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,81,0.4633177,0.09266316,0.37065407,1667,1,2,270,90,1,0.6,90,0,0,-0.09266363,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,82,-0.37065503,0.27799043,-0.32432321,1939,0,1,90,90,1,0.6,90,1,1,0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,83,0.37065407,-0.41698684,0.41698588,3159,1,1,270,270,1,0.6,270,0,1,0.04633181,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,84,-0.23165957,0.37065407,-0.46331866,1678,0,1,90,270,1,0.6,90,1,0,-0.23165909,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,85,-0.41698684,-0.37065503,0.4633177,3478,1,1,0,0,1,0.6,0,0,1,0.88030454,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,86,0.41698588,0.27799043,0.41698588,1480,1,1,0,180,1,0.8,0,0,0,0,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,87,0.41698588,-0.00000048,0.32432225,2247,0,2,270,270,1,0.8,270,1,1,-0.09266363,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,88,0.41698588,0.41698588,0.60231412,1797,0,2,270,90,1,0.6,90,1,0,0.18532824,1,1,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,89,0.18532679,0.04633134,0.13899498,2048,0,2,180,0,1,0.8,0,1,0,-0.04633181,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,90,0.04633134,0.32432225,-0.00000048,2184,1,1,90,270,1,0.6,90,0,0,-0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,91,-0.27799139,-0.46331866,-0.27799139,2315,1,1,0,0,1,0.8,0,0,1,0,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,92,0.37065407,-0.37065503,0.18532679,2966,1,2,270,90,1,0.8,90,0,0,-0.18532728,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,93,0.32432225,-0.37065503,0.37065407,2914,1,1,270,270,1,0.6,270,0,1,0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,94,0.04633134,-0.13899593,0.41698588,1882,0,2,0,180,1,0.8,180,1,0,0.37065454,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,95,0.4633177,-0.32432321,-0.27799139,50127,1,1,180,180,1,0.6,180,0,1,-0.74130909,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,96,0.41698588,-0.0463323,0.4633177,1881,0,1,180,0,1,0.6,180,1,0,0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,97,-0.09266412,-0.41698684,-0.13899593,2572,1,2,270,90,1,0.8,90,0,0,-0.04633181,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,98,0.18532679,-0.13899593,0.50964952,1865,0,1,0,0,1,0.8,0,1,1,0.32432273,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,99,-0.37065503,-0.27799139,-0.32432321,2684,0,2,90,90,1,0.6,90,1,1,0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,100,-0.18532775,-0.0463323,-0.37065503,2945,0,1,0,180,1,0.8,0,1,0,-0.18532728,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,101,-0.23165957,-0.32432321,-0.18532775,1764,1,1,180,180,1,0.8,180,0,1,0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,102,-0.0463323,0.27799043,-0.18532775,2163,0,1,270,90,1,0.6,270,1,0,-0.13899545,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,103,-0.18532775,0.4633177,-0.0463323,1722,1,2,270,270,1,0.6,270,0,1,0.13899545,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,104,-0.13899593,-0.37065503,-0.23165957,1445,1,2,90,270,1,0.8,270,0,0,-0.09266364,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,105,0.32432225,0.13899498,-0.27799139,1753,1,1,270,90,1,0.8,270,0,0,-0.60231364,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,106,0.18532679,-0.09266412,0.23165861,1593,1,1,180,180,1,0.6,180,0,1,0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,107,0.32432225,-0.00000048,0.4633177,1755,0,2,90,90,1,0.8,90,1,1,0.13899545,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,108,0.23165861,0.37065407,0.09266316,3851,1,1,90,270,1,0.8,90,0,0,-0.13899545,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,109,-0.18532775,-0.0463323,-0.0463323,3070,1,1,90,270,1,0.6,90,0,0,0.13899545,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,110,-0.09266412,-0.23165957,-0.0463323,3113,1,1,90,270,1,0.6,90,0,0,0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,111,0.04633134,0.23165861,0.37065407,1496,1,1,270,270,1,0.6,270,0,1,0.32432273,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,112,0.18532679,-0.37065503,0.41698588,1479,1,1,270,270,1,0.8,270,0,1,0.23165909,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,113,-0.46331866,-0.32432321,-0.41698684,2302,1,1,180,0,1,0.8,180,0,0,0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,114,0.04633134,-0.32432321,0.32432225,1463,0,2,180,0,1,0.6,0,1,0,0.27799091,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,115,-0.32432321,0.41698588,-0.46331866,1903,0,1,0,180,1,0.8,0,1,0,-0.13899545,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,116,0.4633177,-0.23165957,0.37065407,1519,0,1,270,270,1,0.6,270,1,1,-0.09266363,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,117,-0.32432321,0.32432225,-0.23165957,2818,0,2,90,270,1,0.6,270,1,0,0.09266364,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,118,-0.0463323,0.04633134,-0.09266412,2948,1,2,0,180,1,0.8,180,0,0,-0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,119,0.37065407,0.04633134,0.4633177,1923,0,2,180,0,1,0.8,0,1,0,0.09266363,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,0,-0.23165957,0.41698588,-0.32432321,6975,0,2,270,270,2,0.6,270,1,1,-0.09266364,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,1,0.13899498,0.18532679,-0.23165957,8021,0,2,180,0,2,0.8,0,1,0,-0.37065455,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,2,-0.32432321,-0.23165957,-0.32432321,1541,1,2,270,90,2,0.8,90,0,0,0,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,3,0.09266316,0.32432225,0.18532679,2144,1,2,0,0,2,0.8,0,0,1,0.09266363,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,4,-0.46331866,0.32432225,-0.32432321,2208,1,1,90,270,2,0.6,90,0,0,0.13899545,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,5,0.37065407,-0.18532775,-0.09266412,1666,0,2,0,180,2,0.8,180,1,0,-0.46331819,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,6,0.04633134,0.27799043,0.27799043,4401,1,1,0,180,2,0.6,0,0,0,0.23165909,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,7,-0.27799139,-0.09266412,-0.32432321,1774,0,1,270,270,2,0.8,270,1,1,-0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,8,-0.09266412,-0.0463323,-0.23165957,1871,1,2,270,270,2,0.8,270,0,1,-0.13899545,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,9,-0.27799139,-0.18532775,-0.27799139,1569,0,2,0,180,2,0.8,180,1,0,0,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,10,0.4633177,0.18532679,0.37065407,1498,1,1,0,180,2,0.6,0,0,0,-0.09266363,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,11,0.09266316,0.37065407,0.41698588,1677,1,1,0,0,2,0.6,0,0,1,0.32432272,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,12,-0.27799139,0.09266316,-0.41698684,1662,0,1,0,0,2,0.6,0,1,1,-0.13899545,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,13,-0.00000048,-0.32432321,-0.09266412,7242,0,2,270,90,2,0.8,90,1,0,-0.09266364,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,14,-0.13899593,0.27799043,-0.37065503,2901,1,2,180,0,2,0.6,0,0,0,-0.2316591,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,15,0.18532679,0.32432225,0.37065407,1910,0,1,180,180,2,0.6,180,1,1,0.18532728,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,16,-0.27799139,-0.09266412,-0.27799139,2863,0,2,270,90,2,0.8,90,1,0,0,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,17,0.27799043,-0.23165957,0.18532679,2605,1,2,180,180,2,0.8,180,0,1,-0.09266364,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,18,-0.46331866,0.23165861,-0.27799139,1564,1,2,180,0,2,0.6,0,0,0,0.18532727,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,19,-0.46331866,0.27799043,-0.37065503,1900,0,1,90,90,2,0.8,90,1,1,0.09266363,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,20,-0.27799139,0.09266316,-0.18532775,6587,0,2,180,0,2,0.8,0,1,0,0.09266364,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,21,-0.09266412,0.18532679,-0.0463323,4964,1,2,270,90,2,0.8,90,0,0,0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,22,0.27799043,0.09266316,0.41698588,1725,0,1,90,270,2,0.6,90,1,0,0.13899545,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,23,0.27799043,-0.00000048,0.23165861,4629,0,2,0,180,2,0.6,180,1,0,-0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,24,0.37065407,-0.09266412,0.41698588,2231,0,1,90,90,2,0.8,90,1,1,0.04633181,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,25,0.37065407,0.32432225,0.4633177,2165,0,2,90,90,2,0.8,90,1,1,0.09266363,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,26,-0.13899593,0.04633134,-0.09266412,7180,1,1,90,90,2,0.8,90,0,1,0.04633181,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,27,0.04633134,0.4633177,0.41698588,1810,1,1,180,0,2,0.6,180,0,0,0.37065454,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,28,0.37065407,-0.27799139,0.41698588,1905,0,2,0,0,2,0.8,0,1,1,0.04633181,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,29,-0.0463323,-0.41698684,0.04633134,3688,1,2,270,270,2,0.6,270,0,1,0.09266364,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,30,0.37065407,-0.41698684,0.32432225,1777,1,1,180,180,2,0.8,180,0,1,-0.04633182,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,31,-0.32432321,-0.37065503,-0.41698684,1871,1,2,90,270,2,0.8,270,0,0,-0.0926636300000001,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,32,-0.18532775,-0.46331866,-0.27799139,3560,1,1,90,270,2,0.8,90,0,0,-0.09266364,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,33,0.27799043,0.32432225,0.50964952,4216,0,2,90,90,2,0.6,90,1,1,0.23165909,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,34,-0.13899593,0.09266316,0.13899498,10307,1,2,90,270,2,0.6,270,0,0,0.27799091,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,35,0.41698588,0.13899498,0.41698588,3847,1,2,270,270,2,0.6,270,0,1,0,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,36,0.32432225,0.32432225,0.4633177,1661,0,1,270,90,2,0.6,270,1,0,0.13899545,1,1,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,37,-0.00000048,-0.23165957,0.27799043,1424,0,1,270,270,2,0.8,270,1,1,0.27799091,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,38,-0.0463323,-0.23165957,-0.18532775,2773,0,1,180,180,2,0.6,180,1,1,-0.13899545,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,39,-0.46331866,-0.23165957,-0.50965048,2348,0,1,180,180,2,0.6,180,1,1,-0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,40,-0.37065503,-0.46331866,-0.18532775,2005,0,1,0,0,2,0.6,0,1,1,0.18532728,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,41,-0.00000048,0.09266316,-0.00000048,2064,1,2,180,180,2,0.6,180,0,1,0,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,42,0.18532679,-0.32432321,-0.00000048,2339,1,1,0,0,2,0.6,0,0,1,-0.18532727,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,43,-0.13899593,-0.00000048,-0.00000048,2168,0,2,90,90,2,0.6,90,1,1,0.13899545,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,44,0.41698588,0.23165861,0.41698588,1950,1,1,180,180,2,0.6,180,0,1,0,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,45,0.23165861,-0.0463323,0.41698588,1681,0,1,180,0,2,0.6,180,1,0,0.18532727,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,46,-0.13899593,-0.18532775,-0.37065503,4118,0,1,0,180,2,0.6,0,1,0,-0.2316591,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,47,0.27799043,0.18532679,0.37065407,2450,0,1,90,90,2,0.8,90,1,1,0.09266364,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,48,0.32432225,0.23165861,0.32432225,2982,0,2,90,90,2,0.8,90,1,1,0,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,49,-0.41698684,0.41698588,-0.41698684,19182,0,1,90,270,2,0.8,90,1,0,0,0,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,50,-0.23165957,-0.27799139,-0.41698684,2410,1,2,180,0,2,0.6,0,0,0,-0.18532727,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
596010,51,-0.13899593,-0.46331866,-0.18532775,2144,1,1,0,180,2,0.8,0,0,0,-0.04633182,1,0,"o31","0.716856923963665","0.000000000000000000000000000000000000000000000000000000000494991718612085"
